"Item","Plat","Status"
"Energy Channel","0","Online"
"Magazine Warp","0","Offline"
"Lex Prime Blueprint","0","Online"
"Star Amarast","0","Online"
"Small Tralok","0","Offline"
"Heart Noctrul","0","Online"
"Trick Mag","0","Offline"
"Large Goopolla","0","Offline"
"Braton Prime Stock","0","Online"
"Arcane Consequence","0","Online"
"Combustion Beam","0","Online"
"Zephyr Prime Neuroptics","0","Online"
"Arcane Flux Nova Helmet","0","Online"
"Cyan Ayatan Star","0","Online"
"Thermagnetic Shells","0","Online"
"Slip Magazine","0","Offline"
"Lith K2 Intact","0","Offline"
"Maximum Capacity","0","Offline"
"Hell's Chamber","0","Online"
"Goblite Tears","0","Online"
"Kinetic Ricochet","0","Online"
"Shield Charger","0","Online"
"Medi-Pet Kit","0","Online"
"Neo N8 Exceptional","0","Offline"
"Lith A3 Intact","0","Offline"
"Marquise Veridos","0","Online"
"Akjagara Prime Blueprint","0","Online"
"Small Goopolla","0","Online"
"Mantis Avionics","0","Online"
"Lightning Rod","0","Online"
"Loose Chamber","0","Offline"
"Diamond Skin","0","Online"
"Flame Repellent","0","Offline"
"Swift Deth","0","Offline"
"Lith M4 Intact","0","Offline"
"Fast Hands","0","Online"
"Spinning Needle","0","Online"
"No Return","0","Offline"
"North Wind","0","Online"
"Perpetual Agony","0","Offline"
"Pain Threshold","0","Online"
"Crossing Snakes","0","Online"
"Lith M3 Intact","0","Offline"
"Shredder","0","Offline"
"Neo A2 Intact","0","Offline"
"Static Discharge","0","Online"
"Arcane Tempo","0","Online"
"Basic Mirewinder","0","Offline"
"Medium Charc Eel","0","Offline"
"Quickdraw","0","Offline"
"Loaded Capacity","0","Offline"
"Gemini Cross","0","Online"
"Rupture","0","Offline"
"Meso T3 Exceptional","-1","Unlisted"
"Neo G2 Radiant","-1","Unlisted"
"Meso S7 Radiant","-1","Unlisted"
"Neo K2 Flawless","-1","Unlisted"
"Lith C3 Flawless","-1","Unlisted"
"Neo G1 Exceptional","-1","Unlisted"
"Axi G1 Exceptional","-1","Unlisted"
"Neo I1 Exceptional","-1","Unlisted"
"Lith S6 Flawless","-1","Unlisted"
"Axi B3 Flawless","-1","Unlisted"
"Neo A4 Flawless","-1","Unlisted"
"Neo G2 Exceptional","-1","Unlisted"
"Lith H1 Flawless","-1","Unlisted"
"Axi N4 Exceptional","-1","Unlisted"
"Lith V7 Radiant","-1","Unlisted"
"Meso R2 Flawless","-1","Unlisted"
"Neo Z5 Radiant","-1","Unlisted"
"Meso B4 Exceptional","-1","Unlisted"
"Axi D2 Radiant","-1","Unlisted"
"Axi L2 Flawless","-1","Unlisted"
"Axi A9 Exceptional","-1","Unlisted"
"Lith W2 Exceptional","-1","Unlisted"
"Lith M1 Flawless","-1","Unlisted"
"Neo L1 Flawless","-1","Unlisted"
"Axi B3 Exceptional","-1","Unlisted"
"Axi K3 Flawless","-1","Unlisted"
"Neo R3 Exceptional","-1","Unlisted"
"Meso R2 Exceptional","-1","Unlisted"
"Axi V8 Flawless","-1","Unlisted"
"Lith V8 Flawless","-1","Unlisted"
"Neo K2 Exceptional","-1","Unlisted"
"Neo N1 Flawless","-1","Unlisted"
"Axi O1 Exceptional","-1","Unlisted"
"Axi B3 Radiant","-1","Unlisted"
"Meso B4 Flawless","-1","Unlisted"
"Axi D2 Flawless","-1","Unlisted"
"Neo H2 Exceptional","-1","Unlisted"
"Meso V6 Flawless","-1","Unlisted"
"Neo R3 Radiant","-1","Unlisted"
"Lith S6 Radiant","-1","Unlisted"
"Meso N9 Flawless","-1","Unlisted"
"Meso B2 Exceptional","-1","Unlisted"
"Lith Z2 Exceptional","-1","Unlisted"
"Axi R1 Flawless","-1","Unlisted"
"Axi A8 Flawless","-1","Unlisted"
"Axi D2 Exceptional","-1","Unlisted"
"Axi C2 Radiant","-1","Unlisted"
"Neo S10 Flawless","-1","Unlisted"
"Lith S2 Exceptional","-1","Unlisted"
"Neo B3 Flawless","-1","Unlisted"
"Meso B1 Radiant","-1","Unlisted"
"Lith Z1 Flawless","-1","Unlisted"
"Meso N4 Exceptional","-1","Unlisted"
"Meso E3 Flawless","-1","Unlisted"
"Axi S4 Exceptional","-1","Unlisted"
"Lith M2 Flawless","-1","Unlisted"
"Requiem III Exceptional","-1","Unlisted"
"Lith S4 Exceptional","-1","Unlisted"
"Meso C1 Exceptional","-1","Unlisted"
"Axi S4 Flawless","-1","Unlisted"
"Neo Z1 Exceptional","-1","Unlisted"
"Meso N1 Exceptional","-1","Unlisted"
"Neo S10 Exceptional","-1","Unlisted"
"Neo L1 Exceptional","-1","Unlisted"
"Lith K3 Flawless","-1","Unlisted"
"Lith S8 Flawless","-1","Unlisted"
"Axi G3 Exceptional","-1","Unlisted"
"Neo C1 Exceptional","-1","Unlisted"
"Axi G3 Flawless","-1","Unlisted"
"Axi R3 Exceptional","-1","Unlisted"
"Neo Z4 Exceptional","-1","Unlisted"
"Meso C3 Flawless","-1","Unlisted"
"Meso B1 Flawless","-1","Unlisted"
"Meso V1 Flawless","-1","Unlisted"
"Meso Z2 Exceptional","-1","Unlisted"
"Lith K3 Exceptional","-1","Unlisted"
"Neo Z4 Flawless","-1","Unlisted"
"Neo M2 Exceptional","-1","Unlisted"
"Axi T3 Radiant","-1","Unlisted"
"Neo S11 Exceptional","-1","Unlisted"
"Lith S8 Exceptional","-1","Unlisted"
"Neo N9 Exceptional","-1","Unlisted"
"Axi A5 Exceptional","-1","Unlisted"
"Lith C4 Exceptional","-1","Unlisted"
"Neo N8 Flawless","-1","Unlisted"
"Lith S1 Flawless","-1","Unlisted"
"Neo A1 Exceptional","-1","Unlisted"
"Lith S1 Radiant","-1","Unlisted"
"Neo N9 Flawless","-1","Unlisted"
"Meso B3 Exceptional","-1","Unlisted"
"Meso A1 Radiant","-1","Unlisted"
"Lith C3 Exceptional","-1","Unlisted"
"Lith S3 Flawless","-1","Unlisted"
"Scan Lifeforms","-1","Unlisted"
"Meso F1 Radiant","-1","Unlisted"
"Meso B2 Flawless","-1","Unlisted"
"Meso P1 Flawless","-1","Unlisted"
"Lith N3 Flawless","-1","Unlisted"
"Lith P1 Flawless","-1","Unlisted"
"Lith V4 Flawless","-1","Unlisted"
"Axi R2 Exceptional","-1","Unlisted"
"Meso C2 Exceptional","-1","Unlisted"
"Lith K2 Exceptional","-1","Unlisted"
"Neo Z2 Flawless","-1","Unlisted"
"Requiem II Exceptional","-1","Unlisted"
"Neo V7 Flawless","-1","Unlisted"
"Meso C1 Flawless","-1","Unlisted"
"Requiem I Flawless","-1","Unlisted"
"Meso N1 Flawless","-1","Unlisted"
"Requiem IV Flawless","-1","Unlisted"
"Requiem I Exceptional","-1","Unlisted"
"Axi C4 Flawless","-1","Unlisted"
"Axi A5 Flawless","-1","Unlisted"
"Requiem II Flawless","-1","Unlisted"
"Axi B1 Flawless","-1","Unlisted"
"Meso M2 Exceptional","-1","Unlisted"
"Requiem III Flawless","-1","Unlisted"
"Meso R1 Flawless","-1","Unlisted"
"Meso M2 Flawless","-1","Unlisted"
"Axi N3 Flawless","-1","Unlisted"
"Neo S8 Flawless","-1","Unlisted"
"Neo N2 Flawless","-1","Unlisted"
"Lith N1 Flawless","-1","Unlisted"
"Axi N3 Exceptional","-1","Unlisted"
"Meso V5 Flawless","-1","Unlisted"
"Neo S7 Flawless","-1","Unlisted"
"Neo S9 Exceptional","-1","Unlisted"
"Lith T1 Exceptional","-1","Unlisted"
"Meso D3 Flawless","-1","Unlisted"
"Lith F2 Radiant","-1","Unlisted"
"Axi H4 Flawless","-1","Unlisted"
"Axi A4 Flawless","-1","Unlisted"
"Lith O1 Flawless","-1","Unlisted"
"Neo H2 Radiant","-1","Unlisted"
"Axi C3 Exceptional","-1","Unlisted"
"Axi O4 Exceptional","-1","Unlisted"
"Axi T1 Exceptional","-1","Unlisted"
"Meso T3 Flawless","-1","Unlisted"
"Meso C3 Exceptional","-1","Unlisted"
"Neo S8 Exceptional","-1","Unlisted"
"Meso A1 Exceptional","-1","Unlisted"
"Meso S7 Flawless","-1","Unlisted"
"Neo Z2 Radiant","-1","Unlisted"
"Neo N2 Exceptional","-1","Unlisted"
"Neo N7 Flawless","-1","Unlisted"
"Axi O4 Flawless","-1","Unlisted"
"Axi T1 Flawless","-1","Unlisted"
"Meso S8 Radiant","-1","Unlisted"
"Neo H1 Flawless","-1","Unlisted"
"Lith H1 Exceptional","-1","Unlisted"
"Lith T2 Exceptional","-1","Unlisted"
"Axi N1 Flawless","-1","Unlisted"
"Meso S3 Exceptional","-1","Unlisted"
"Axi C1 Flawless","-1","Unlisted"
"Neo S2 Flawless","-1","Unlisted"
"Meso S4 Flawless","-1","Unlisted"
"Neo B3 Exceptional","-1","Unlisted"
"Meso O1 Radiant","-1","Unlisted"
"Lith T2 Flawless","-1","Unlisted"
"Axi C2 Flawless","-1","Unlisted"
"Neo S1 Flawless","-1","Unlisted"
"Lith V1 Exceptional","-1","Unlisted"
"Lith N2 Exceptional","-1","Unlisted"
"Neo S1 Exceptional","-1","Unlisted"
"Meso S3 Flawless","-1","Unlisted"
"Neo S2 Exceptional","-1","Unlisted"
"Lith V5 Flawless","-1","Unlisted"
"Meso N5 Flawless","-1","Unlisted"
"Neo A2 Flawless","-1","Unlisted"
"Neo A2 Exceptional","-1","Unlisted"
"Axi A4 Exceptional","-1","Unlisted"
"Lith F2 Exceptional","-1","Unlisted"
"Low Current Leap","-1","Unlisted"
"Neo N7 Exceptional","-1","Unlisted"
"Axi N5 Exceptional","-1","Unlisted"
"Axi V3 Exceptional","-1","Unlisted"
"Neo S5 Exceptional","-1","Unlisted"
"Neo T1 Flawless","-1","Unlisted"
"Axi K4 Flawless","-1","Unlisted"
"Lith Z2 Flawless","-1","Unlisted"
"Neo O1 Exceptional","-1","Unlisted"
"Axi V6 Exceptional","-1","Unlisted"
"Meso S2 Exceptional","-1","Unlisted"
"Lith M3 Flawless","-1","Unlisted"
"Neo S8 Radiant","-1","Unlisted"
"Meso V6 Radiant","-1","Unlisted"
"Meso F3 Exceptional","-1","Unlisted"
"Axi A9 Flawless","-1","Unlisted"
"Meso S8 Exceptional","-1","Unlisted"
"Lith B1 Flawless","-1","Unlisted"
"Neo E1 Flawless","-1","Unlisted"
"Axi S2 Flawless","-1","Unlisted"
"Axi P3 Radiant","-1","Unlisted"
"Axi P3 Exceptional","-1","Unlisted"
"Neo H2 Flawless","-1","Unlisted"
"Meso G1 Exceptional","-1","Unlisted"
"Lith V2 Flawless","-1","Unlisted"
"Meso L1 Exceptional","-1","Unlisted"
"Axi A7 Flawless","-1","Unlisted"
"Meso S1 Flawless","-1","Unlisted"
"Meso Z1 Flawless","-1","Unlisted"
"Neo Z5 Flawless","-1","Unlisted"
"Neo V7 Exceptional","-1","Unlisted"
"Axi H4 Exceptional","-1","Unlisted"
"Axi L2 Exceptional","-1","Unlisted"
"Meso L1 Flawless","-1","Unlisted"
"Lith V8 Exceptional","-1","Unlisted"
"Lith V7 Exceptional","-1","Unlisted"
"Axi K3 Radiant","-1","Unlisted"
"Lith B5 Flawless","-1","Unlisted"
"Lith V8 Radiant","-1","Unlisted"
"Axi O3 Flawless","-1","Unlisted"
"Axi K3 Exceptional","-1","Unlisted"
"Axi A8 Exceptional","-1","Unlisted"
"Neo I1 Flawless","-1","Unlisted"
"Axi A7 Exceptional","-1","Unlisted"
"Meso Z2 Flawless","-1","Unlisted"
"Meso N2 Flawless","-1","Unlisted"
"Meso V1 Exceptional","-1","Unlisted"
"Meso N2 Exceptional","-1","Unlisted"
"Neo N5 Flawless","-1","Unlisted"
"Neo D1 Flawless","-1","Unlisted"
"Lith V7 Flawless","-1","Unlisted"
"Meso V2 Exceptional","-1","Unlisted"
"Neo D1 Exceptional","-1","Unlisted"
"Axi C3 Flawless","-1","Unlisted"
"Neo B2 Exceptional","-1","Unlisted"
"Neo G1 Flawless","-1","Unlisted"
"Lith M3 Exceptional","-1","Unlisted"
"Meso R1 Exceptional","-1","Unlisted"
"Lith F1 Flawless","-1","Unlisted"
"Neo N3 Flawless","-1","Unlisted"
"Neo N3 Exceptional","-1","Unlisted"
"Axi E2 Exceptional","-1","Unlisted"
"Neo R3 Flawless","-1","Unlisted"
"Enguard","-1","Unlisted"
"Neo A4 Exceptional","-1","Unlisted"
"Meso C4 Flawless","-1","Unlisted"
"Meso C4 Exceptional","-1","Unlisted"
"Neo A4 Radiant","-1","Unlisted"
"Lith M1 Exceptional","-1","Unlisted"
"Neo G2 Flawless","-1","Unlisted"
"Axi C4 Exceptional","-1","Unlisted"
"Axi K1 Exceptional","-1","Unlisted"
"Axi S1 Exceptional","-1","Unlisted"
"Meso M1 Flawless","-1","Unlisted"
"Meso O1 Flawless","-1","Unlisted"
"Axi P3 Flawless","-1","Unlisted"
"Lith W2 Flawless","-1","Unlisted"
"Neo A1 Flawless","-1","Unlisted"
"Meso S6 Flawless","-1","Unlisted"
"Meso H1 Flawless","-1","Unlisted"
"Axi O2 Flawless","-1","Unlisted"
"Lith C1 Radiant","-1","Unlisted"
"Neo V3 Flawless","-1","Unlisted"
"Neo V2 Flawless","-1","Unlisted"
"Axi V7 Flawless","-1","Unlisted"
"Axi N1 Exceptional","-1","Unlisted"
"Meso S6 Exceptional","-1","Unlisted"
"Axi E2 Flawless","-1","Unlisted"
"Axi C1 Exceptional","-1","Unlisted"
"Axi K1 Flawless","-1","Unlisted"
"Meso O2 Exceptional","-1","Unlisted"
"Axi H3 Flawless","-1","Unlisted"
"Axi C2 Exceptional","-1","Unlisted"
"Neo S6 Radiant","-1","Unlisted"
"Axi V4 Exceptional","-1","Unlisted"
"Meso C2 Radiant","-1","Unlisted"
"Lith A2 Flawless","-1","Unlisted"
"Meso V3 Exceptional","-1","Unlisted"
"Neo V4 Exceptional","-1","Unlisted"
"Meso C3 Radiant","-1","Unlisted"
"Lith B2 Exceptional","-1","Unlisted"
"Neo N4 Exceptional","-1","Unlisted"
"Meso T2 Exceptional","-1","Unlisted"
"Axi K4 Exceptional","-1","Unlisted"
"Axi V4 Flawless","-1","Unlisted"
"Neo V3 Exceptional","-1","Unlisted"
"Neo K2 Radiant","-1","Unlisted"
"Lith B5 Exceptional","-1","Unlisted"
"Meso D3 Exceptional","-1","Unlisted"
"Meso O1 Exceptional","-1","Unlisted"
"Retarget","-1","Unlisted"
"Neo B4 Radiant","-1","Unlisted"
"Neo B4 Flawless","-1","Unlisted"
"Neo V1 Flawless","-1","Unlisted"
"Neo S6 Exceptional","-1","Unlisted"
"Lith A2 Exceptional","-1","Unlisted"
"Neo K1 Flawless","-1","Unlisted"
"Axi V1 Exceptional","-1","Unlisted"
"Lith A1 Flawless","-1","Unlisted"
"Meso T1 Flawless","-1","Unlisted"
"Lith H2 Flawless","-1","Unlisted"
"Lith Z1 Exceptional","-1","Unlisted"
"Axi A3 Radiant","-1","Unlisted"
"Axi K2 Exceptional","-1","Unlisted"
"Neo T1 Exceptional","-1","Unlisted"
"Axi H1 Exceptional","-1","Unlisted"
"Axi N6 Flawless","-1","Unlisted"
"Meso P1 Exceptional","-1","Unlisted"
"Lith C1 Exceptional","-1","Unlisted"
"Lith K1 Exceptional","-1","Unlisted"
"Neo S3 Exceptional","-1","Unlisted"
"Neo N6 Flawless","-1","Unlisted"
"Neo N4 Flawless","-1","Unlisted"
"Axi B1 Radiant","-1","Unlisted"
"Neo S3 Flawless","-1","Unlisted"
"Neo N6 Exceptional","-1","Unlisted"
"Neo V5 Flawless","-1","Unlisted"
"Axi H3 Exceptional","-1","Unlisted"
"Neo K1 Exceptional","-1","Unlisted"
"Axi V2 Flawless","-1","Unlisted"
"Axi O1 Flawless","-1","Unlisted"
"Axi H2 Flawless","-1","Unlisted"
"Neo M2 Flawless","-1","Unlisted"
"Meso K1 Exceptional","-1","Unlisted"
"Axi V5 Exceptional","-1","Unlisted"
"Meso N5 Exceptional","-1","Unlisted"
"Meso A2 Exceptional","-1","Unlisted"
"Neo F1 Flawless","-1","Unlisted"
"Neo E1 Exceptional","-1","Unlisted"
"Meso S1 Exceptional","-1","Unlisted"
"Meso E1 Flawless","-1","Unlisted"
"Lith B2 Flawless","-1","Unlisted"
"Meso V4 Flawless","-1","Unlisted"
"Meso V3 Flawless","-1","Unlisted"
"Meso E1 Exceptional","-1","Unlisted"
"Meso V5 Radiant","-1","Unlisted"
"Neo B1 Flawless","-1","Unlisted"
"Neo Z1 Flawless","-1","Unlisted"
"Axi N4 Flawless","-1","Unlisted"
"Lith H2 Exceptional","-1","Unlisted"
"Axi O2 Radiant","-1","Unlisted"
"Lith V4 Radiant","-1","Unlisted"
"Meso H1 Exceptional","-1","Unlisted"
"Axi A2 Exceptional","-1","Unlisted"
"Neo V2 Exceptional","-1","Unlisted"
"Lith N2 Flawless","-1","Unlisted"
"Lith G2 Flawless","-1","Unlisted"
"Neo S6 Flawless","-1","Unlisted"
"Neo Z3 Flawless","-1","Unlisted"
"Neo N1 Exceptional","-1","Unlisted"
"Lith C2 Exceptional","-1","Unlisted"
"Axi S2 Exceptional","-1","Unlisted"
"Axi V6 Flawless","-1","Unlisted"
"Lith G2 Exceptional","-1","Unlisted"
"Lith C2 Flawless","-1","Unlisted"
"Lith S6 Exceptional","-1","Unlisted"
"Lith V3 Radiant","-1","Unlisted"
"Axi A3 Flawless","-1","Unlisted"
"Meso G1 Flawless","-1","Unlisted"
"Meso S5 Flawless","-1","Unlisted"
"Neo B5 Flawless","-1","Unlisted"
"Neo B5 Exceptional","-1","Unlisted"
"Meso S4 Exceptional","-1","Unlisted"
"Axi O3 Exceptional","-1","Unlisted"
"Lith T1 Flawless","-1","Unlisted"
"Lith L1 Exceptional","-1","Unlisted"
"Neo S7 Exceptional","-1","Unlisted"
"Meso T1 Exceptional","-1","Unlisted"
"Neo V5 Exceptional","-1","Unlisted"
"Axi A3 Exceptional","-1","Unlisted"
"Axi V8 Exceptional","-1","Unlisted"
"Neo H1 Exceptional","-1","Unlisted"
"Lith B3 Exceptional","-1","Unlisted"
"Axi N5 Flawless","-1","Unlisted"
"Neo O1 Flawless","-1","Unlisted"
"Meso C2 Flawless","-1","Unlisted"
"Neo V1 Exceptional","-1","Unlisted"
"Neo M1 Flawless","-1","Unlisted"
"Lith F1 Exceptional","-1","Unlisted"
"Axi B1 Exceptional","-1","Unlisted"
"Meso V5 Exceptional","-1","Unlisted"
"Axi V5 Flawless","-1","Unlisted"
"Lith K1 Flawless","-1","Unlisted"
"Lith S5 Exceptional","-1","Unlisted"
"Meso D2 Exceptional","-1","Unlisted"
"Meso N4 Flawless","-1","Unlisted"
"Meso N3 Flawless","-1","Unlisted"
"Lith S4 Radiant","-1","Unlisted"
"Lith B3 Flawless","-1","Unlisted"
"Meso D2 Flawless","-1","Unlisted"
"Meso S2 Flawless","-1","Unlisted"
"Lith L1 Flawless","-1","Unlisted"
"Neo V8 Flawless","-1","Unlisted"
"Axi L3 Exceptional","-1","Unlisted"
"Axi L3 Flawless","-1","Unlisted"
"Lith L2 Flawless","-1","Unlisted"
"Meso F1 Flawless","-1","Unlisted"
"Axi V3 Flawless","-1","Unlisted"
"Lith C1 Flawless","-1","Unlisted"
"Axi B2 Flawless","-1","Unlisted"
"Meso A1 Flawless","-1","Unlisted"
"Axi P2 Flawless","-1","Unlisted"
"Axi K2 Flawless","-1","Unlisted"
"Lith V1 Flawless","-1","Unlisted"
"Lith S2 Flawless","-1","Unlisted"
"Lith L2 Exceptional","-1","Unlisted"
"Axi R2 Flawless","-1","Unlisted"
"Meso W1 Exceptional","-1","Unlisted"
"Lith B1 Exceptional","-1","Unlisted"
"Lith S5 Flawless","-1","Unlisted"
"Neo N10 Radiant","-1","Unlisted"
"Lith M4 Flawless","-1","Unlisted"
"Meso M3 Exceptional","-1","Unlisted"
"Meso Z3 Flawless","-1","Unlisted"
"Meso A2 Flawless","-1","Unlisted"
"Axi T2 Flawless","-1","Unlisted"
"Neo N10 Flawless","-1","Unlisted"
"Axi S5 Flawless","-1","Unlisted"
"Lith S4 Flawless","-1","Unlisted"
"Meso D1 Flawless","-1","Unlisted"
"Meso N8 Flawless","-1","Unlisted"
"Neo M1 Exceptional","-1","Unlisted"
"Neo S5 Flawless","-1","Unlisted"
"Axi E1 Flawless","-1","Unlisted"
"Lith C5 Flawless","-1","Unlisted"
"Neo S9 Flawless","-1","Unlisted"
"Meso V2 Flawless","-1","Unlisted"
"Meso T2 Flawless","-1","Unlisted"
"Neo A3 Flawless","-1","Unlisted"
"Axi A6 Flawless","-1","Unlisted"
"Meso W1 Flawless","-1","Unlisted"
"Axi K5 Flawless","-1","Unlisted"
"Neo A3 Exceptional","-1","Unlisted"
"Lith B6 Flawless","-1","Unlisted"
"Axi R3 Flawless","-1","Unlisted"
"Axi T3 Flawless","-1","Unlisted"
"Axi T2 Exceptional","-1","Unlisted"
"Meso E3 Exceptional","-1","Unlisted"
"Axi O2 Exceptional","-1","Unlisted"
"Lith B6 Exceptional","-1","Unlisted"
"Meso B1 Exceptional","-1","Unlisted"
"Lith V6 Exceptional","-1","Unlisted"
"Lith D1 Flawless","-1","Unlisted"
"Axi P2 Exceptional","-1","Unlisted"
"Neo T2 Flawless","-1","Unlisted"
"Meso S9 Flawless","-1","Unlisted"
"Axi K5 Exceptional","-1","Unlisted"
"Axi N2 Flawless","-1","Unlisted"
"Neo C1 Flawless","-1","Unlisted"
"Meso E2 Exceptional","-1","Unlisted"
"Meso E2 Flawless","-1","Unlisted"
"Neo T2 Exceptional","-1","Unlisted"
"Neo Z2 Exceptional","-1","Unlisted"
"Meso B3 Flawless","-1","Unlisted"
"Meso D4 Flawless","-1","Unlisted"
"Meso S9 Exceptional","-1","Unlisted"
"Neo N10 Exceptional","-1","Unlisted"
"Lith C4 Flawless","-1","Unlisted"
"Axi A2 Flawless","-1","Unlisted"
"Meso K1 Flawless","-1","Unlisted"
"Neo B4 Exceptional","-1","Unlisted"
"Meso K2 Exceptional","-1","Unlisted"
"Lith G1 Flawless","-1","Unlisted"
"Meso K2 Flawless","-1","Unlisted"
"Neo B1 Exceptional","-1","Unlisted"
"Lith V3 Flawless","-1","Unlisted"
"Neo S12 Exceptional","-1","Unlisted"
"Axi M1 Flawless","-1","Unlisted"
"Axi D1 Exceptional","-1","Unlisted"
"Neo V6 Flawless","-1","Unlisted"
"Axi P1 Radiant","-1","Unlisted"
"Lith S7 Exceptional","-1","Unlisted"
"Meso N7 Exceptional","-1","Unlisted"
"Axi P1 Flawless","-1","Unlisted"
"Neo Z3 Exceptional","-1","Unlisted"
"Lith S7 Flawless","-1","Unlisted"
"Neo S12 Radiant","-1","Unlisted"
"Axi G1 Flawless","-1","Unlisted"
"Axi H1 Flawless","-1","Unlisted"
"Meso A2 Radiant","-1","Unlisted"
"Lith F2 Flawless","-1","Unlisted"
"Axi D1 Flawless","-1","Unlisted"
"Lith N1 Exceptional","-1","Unlisted"
"Meso O3 Flawless","-1","Unlisted"
"Meso F1 Exceptional","-1","Unlisted"
"Axi L5 Flawless","-1","Unlisted"
"Meso O2 Flawless","-1","Unlisted"
"Meso M1 Exceptional","-1","Unlisted"
"Neo S12 Flawless","-1","Unlisted"
"Axi G2 Exceptional","-1","Unlisted"
"Neo V6 Exceptional","-1","Unlisted"
"Neo R2 Flawless","-1","Unlisted"
"Stasis Field","-1","Unlisted"
"Meso N7 Flawless","-1","Unlisted"
"Axi S5 Exceptional","-1","Unlisted"
"Neo S11 Flawless","-1","Unlisted"
"Meso N8 Exceptional","-1","Unlisted"
"Lith C5 Exceptional","-1","Unlisted"
"Axi P1 Exceptional","-1","Unlisted"
"Lith S3 Exceptional","-1","Unlisted"
"Meso V4 Exceptional","-1","Unlisted"
"Citrine antitoxin","-1","Unlisted"
"Axi V9 Exceptional","-1","Unlisted"
"Meso Z3 Exceptional","-1","Unlisted"
"Axi H2 Exceptional","-1","Unlisted"
"Axi V9 Flawless","-1","Unlisted"
"Neo S13 Flawless","-1","Unlisted"
"Axi M1 Exceptional","-1","Unlisted"
"Axi T2 Radiant","-1","Unlisted"
"Meso F2 Flawless","-1","Unlisted"
"Lith P2 Exceptional","-1","Unlisted"
"Lith O2 Flawless","-1","Unlisted"
"Neo V8 Exceptional","-1","Unlisted"
"Vermillion antitoxin","-1","Unlisted"
"Lapis antitoxin","-1","Unlisted"
"Neo V3 Radiant","-1","Unlisted"
"Lith W1 Flawless","-1","Unlisted"
"Axi L5 Exceptional","-1","Unlisted"
"Meso D1 Exceptional","-1","Unlisted"
"Neo V4 Flawless","-1","Unlisted"
"Axi B2 Exceptional","-1","Unlisted"
"Topaz antitoxin","-1","Unlisted"
"Meso K1 Radiant","-1","Unlisted"
"Meso S5 Exceptional","-1","Unlisted"
"Lith A3 Flawless","-1","Unlisted"
"Beryl antitoxin","-1","Unlisted"
"Lith A3 Exceptional","-1","Unlisted"
